"","SALE_ID","NEIGHBORHOOD_ID","BUILDING_CLASS_FINAL_ROLL","ADDRESS","APARTMENT_NUMBER","ZIP_CODE","RESIDENTIAL_UNITS","COMMERCIAL_UNITS","GROSS_SQUARE_FEET","YEAR_BUILT","SALE_PRICE","SALE_DATE","DESCRIPTION","TYPE","NEIGHBORHOOD_NAME","BOROUGH_ID"
"161",20245,235,"C1","430 49 STREET",NA,11220,8,0,6832,1931,475000,2003-03-07,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"162",20246,235,"C3","356 62 STREET",NA,11220,4,0,3120,1923,0,2003-03-07,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"163",20482,235,"S4","772 57 STREET",NA,11220,4,1,5154,1928,0,2003-03-08,"PRIMARILY 4 FAMILY WITH 1 STORE OROFFICE","MIXED","SUNSET PARK","3"
"164",20483,235,"S4","772 57 STREET",NA,11220,4,1,5154,1928,0,2003-03-08,"PRIMARILY 4 FAMILY WITH 1 STORE OROFFICE","MIXED","SUNSET PARK","3"
"165",20663,235,"C6","531 41ST STREET, APT# A6",NA,11232,0,0,0,1927,85000,2003-03-10,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"166",21052,235,"B9","203 24 STREET",NA,11232,2,0,1800,1910,0,2003-03-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"167",21053,235,"C1","549 51 STREET","8",11220,8,0,7040,1931,620000,2003-03-11,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"168",21054,235,"G2","792 4 AVENUE",NA,11232,0,1,2870,1986,250000,2003-03-11,"AUTO BODY/COLLISION OR AUTO REPAIR","COMMERCIAL","SUNSET PARK","3"
"169",21400,235,"B9","346 52 STREET",NA,11220,2,0,2992,1920,0,2003-03-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"170",21401,235,"B9","445 53 STREET",NA,11220,2,0,2100,1920,292500,2003-03-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"171",21402,235,"S3","639 5 AVENUE",NA,11215,3,1,2499,1931,530000,2003-03-12,"PRIMARILY 3 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"172",21403,235,"B1","764 42 STREET",NA,11232,2,0,2032,1925,360000,2003-03-12,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"173",21404,235,"C2","655 56 STREET",NA,11220,6,0,4680,1924,495000,2003-03-12,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"174",21797,235,"B9","429 46 STREET",NA,11220,2,0,2228,1901,0,2003-03-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"175",21798,235,"C6","521 41ST STREET, APT#C5",NA,11232,0,0,0,1927,40000,2003-03-13,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"176",22241,235,"B3","194 17 STREET",NA,11215,2,0,2030,1901,0,2003-03-14,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"177",22242,235,"B9","215 19 STREET",NA,11232,2,0,3480,1910,279500,2003-03-14,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"178",22243,235,"S9","763 56 STREET",NA,11220,4,2,4812,1945,0,2003-03-14,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"179",22244,235,"C0","526 60 STREET",NA,11220,3,0,2700,1910,470400,2003-03-14,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"180",22245,235,"C7","140 17 STREET","20",11215,20,1,13442,1910,0,2003-03-14,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"181",22246,235,"C7","140 17 STREET","20",11215,20,1,13442,1910,370000,2003-03-14,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"182",22247,235,"C1","148 17 STREET","25",11215,25,0,16750,1910,370000,2003-03-14,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"183",22565,235,"B9","346 43 STREET",NA,11232,2,0,1377,1910,0,2003-03-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"184",22724,235,"B9","471 47 STREET",NA,11220,2,0,2787,1899,375000,2003-03-17,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"185",22725,235,"S2","5214 8 AVENUE",NA,11220,2,1,3196,1915,0,2003-03-17,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"186",22726,235,"C3","757 53 STREET",NA,11220,4,0,2432,1909,499000,2003-03-17,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"187",22727,235,"C2","327 59 STREET",NA,11220,5,0,4560,1931,68000,2003-03-17,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"188",23083,235,"A9","332 43 STREET",NA,11232,1,0,1296,1910,0,2003-03-18,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"189",23084,235,"B9","541 54 STREET",NA,11220,2,0,2652,1910,0,2003-03-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"190",23085,235,"B9","619 57 STREET",NA,11220,2,0,3027,1910,437000,2003-03-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"191",23086,235,"C2","363 63 STREET",NA,11220,6,0,5229,1927,450000,2003-03-18,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"192",23447,235,"E9","3902 4 AVENUE",NA,11232,0,0,2000,2010,0,2003-03-19,"MISCELLANEOUS WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"193",23895,235,"B9","132 30 STREET",NA,11232,2,0,1320,1910,205000,2003-03-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"194",24312,235,"B9","289 24 STREET",NA,11232,2,0,2780,1910,420000,2003-03-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"195",24313,235,"B9","446 43 STREET",NA,11232,2,0,3072,1901,0,2003-03-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"196",24314,235,"B1","574 40 STREET",NA,11232,2,0,2985,1910,46750,2003-03-21,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"197",24315,235,"C0","610 57 STREET",NA,11220,3,0,3180,1910,0,2003-03-21,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"198",24645,235,"B9","453 43 STREET",NA,11232,2,0,2766,1899,0,2003-03-23,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"199",24812,235,NA,"284 20 STREET",NA,11215,0,0,0,0,3e+05,2003-03-24,NA,NA,"SUNSET PARK","3"
"200",24813,235,NA,"284 20 STREET",NA,11215,0,0,0,0,3e+05,2003-03-24,NA,NA,"SUNSET PARK","3"
"201",24814,235,"C3","326 58 STREET",NA,11220,4,0,4400,1906,588000,2003-03-24,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"202",25242,235,"B9","442 46 STREET",NA,11220,2,0,2472,1899,550000,2003-03-25,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"203",25243,235,"S2","5605 5 AVENUE",NA,11220,2,1,3332,1931,630000,2003-03-25,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"204",25665,235,"A1","331 20 STREET",NA,11215,1,0,1020,1901,230000,2003-03-26,"TWO STORIES - DETACHED SM OR MID","RESIDENTIAL","SUNSET PARK","3"
"205",25666,235,"B9","338 47 STREET",NA,11220,2,0,2112,1910,330000,2003-03-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"206",25667,235,"B9","349 53 STREET",NA,11220,2,0,2358,1920,440000,2003-03-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"207",25668,235,"B9","440 57 STREET",NA,11220,2,0,2940,1910,0,2003-03-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"208",25669,235,"C0","226 27 STREET",NA,11232,3,0,2034,1910,0,2003-03-26,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"209",26186,235,"C0","517 45 STREET",NA,11220,3,0,2352,1901,530000,2003-03-27,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"210",26681,235,"C0","566 49 STREET",NA,11220,3,0,4304,1910,470000,2003-03-28,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"211",26682,235,"E3","157 21 STREET",NA,11232,0,1,5000,1983,0,2003-03-28,"SEMI-FIREPROOF WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"212",27126,235,"C0","437 60 STREET",NA,11220,3,0,3156,1920,0,2003-03-30,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"213",27338,235,"B2","422 41 STREET",NA,11232,2,0,2660,1910,47500,2003-03-31,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"214",27339,235,"C0","317 56 STREET",NA,11220,3,0,3048,1910,515000,2003-03-31,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"215",27913,235,"B9","550 52 STREET",NA,11220,2,0,2080,1910,0,2003-04-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"216",27914,235,"S9","5102 8 AVENUE",NA,11220,4,2,4517,1927,0,2003-04-01,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"217",28337,235,"B9","540 49 STREET",NA,11220,2,0,2580,1910,424500,2003-04-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"218",28338,235,"C0","630 39 STREET",NA,11232,3,0,2328,1910,0,2003-04-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"219",28339,235,"C2","204 23 STREET","6",11232,6,0,5100,1935,114000,2003-04-02,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"220",28758,235,"A9","324 42 STREET",NA,11232,1,0,1232,1899,0,2003-04-03,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"221",28759,235,"B9","550 52 STREET",NA,11220,2,0,2080,1910,0,2003-04-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"222",28760,235,"V0","325 20 STREET",NA,11215,0,0,0,0,176445,2003-04-03,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"223",28761,235,"B9","343 21 STREET",NA,11215,2,0,1760,1901,336000,2003-04-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"224",28762,235,"C0","619 51 STREET",NA,11220,3,0,5283,2002,814600,2003-04-03,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"225",28763,235,"C0","630 39 STREET",NA,11232,3,0,2328,1910,0,2003-04-03,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"226",29192,235,"B9","426 36 STREET",NA,11232,2,0,1936,1910,89438,2003-04-04,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"227",29193,235,"B9","571 57 STREET",NA,11220,2,0,3072,1905,475000,2003-04-04,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"228",29194,235,"B1","404 19 STREET",NA,11215,2,0,1952,1920,5e+05,2003-04-04,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"229",29195,235,"C0","521 50 STREET",NA,11220,3,0,2597,1955,545000,2003-04-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"230",29196,235,"C0","662 53 STREET",NA,11220,3,0,2796,1920,0,2003-04-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"231",29630,235,"B9","466 46 STREET",NA,11220,2,0,2500,1899,248000,2003-04-07,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"232",29631,235,"C0","421 42 STREET",NA,11232,3,0,3084,1910,0,2003-04-07,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"233",30421,235,"A9","424 52 STREET",NA,11220,1,0,1326,1920,0,2003-04-09,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"234",30422,235,"B9","738 49 STREET",NA,11220,2,0,1648,1899,418000,2003-04-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"235",30423,235,"B9","630 52 STREET",NA,11220,2,0,3492,1915,5e+05,2003-04-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"236",30424,235,"B9","737 58 STREET",NA,11220,2,0,1684,1915,455500,2003-04-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"237",30425,235,"B3","284A 22 STREET",NA,11215,2,0,1144,1901,0,2003-04-09,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"238",30426,235,"C1","528 50 STREET",NA,11220,9,0,7140,1931,475000,2003-04-09,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"239",30427,235,"C1","528 50 STREET","9",11220,9,0,7140,1921,475000,2003-04-09,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"240",30890,235,"S2","563 45 STREET",NA,11220,2,1,2646,1905,412000,2003-04-10,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"241",30891,235,"C0","417 63 STREET",NA,11220,3,0,3169,1910,485500,2003-04-10,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"242",30892,235,"S5","5709-11 5 AVENUE",NA,11220,6,1,7850,1904,0,2003-04-10,"PRIMARILY 5-6 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"243",31349,235,NA,"270 21 STREET",NA,11215,0,0,0,0,435000,2003-04-11,NA,NA,"SUNSET PARK","3"
"244",31350,235,"E3","139 34 STREET",NA,11232,0,1,5000,1979,670000,2003-04-11,"SEMI-FIREPROOF WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"245",31669,235,"S2","6002 4 AVENUE",NA,11220,2,1,5000,1931,0,2003-04-12,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"246",31670,235,"C2","6006 4 AVENUE",NA,11220,6,0,4455,1931,0,2003-04-12,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"247",31912,235,"A9","1921 8 AVENUE",NA,11215,1,0,884,1920,315000,2003-04-14,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"248",32390,235,"A9","662 39 STREET",NA,11232,1,0,1296,1910,230000,2003-04-15,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"249",32391,235,"B9","465 41 STREET",NA,11232,2,0,2820,1899,0,2003-04-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"250",32392,235,"B1","666 55 STREET",NA,11220,2,0,3648,1940,0,2003-04-15,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"251",32393,235,"B3","652 39 STREET",NA,11232,2,0,2100,1910,270000,2003-04-15,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"252",32394,235,"C0","613 51 STREET",NA,11220,3,0,5283,2002,851970,2003-04-15,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"253",32822,235,"B2","733 43 STREET",NA,11232,2,0,2952,1925,465000,2003-04-16,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"254",32823,235,"B2","723 43 STREET",NA,11232,2,0,2952,1925,428000,2003-04-16,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"255",32824,235,"C3","4709 7 AVENUE",NA,11220,4,0,2926,1925,0,2003-04-16,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"256",33223,235,"A9","332 44 STREET",NA,11220,1,0,1844,1910,0,2003-04-17,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"257",33224,235,"B1","425 36 STREET",NA,11232,2,0,2295,1920,318000,2003-04-17,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"258",33225,235,"B2","147 31 STREET",NA,11232,2,0,1920,1910,0,2003-04-17,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"259",33226,235,"K1","4904-12 8 AVENUE",NA,11220,0,1,6400,1941,1300000,2003-04-17,"ONE STORY RETAIL BUILDING","COMMERCIAL","SUNSET PARK","3"
"260",33535,235,"S2","768 40 STREET",NA,11232,2,1,2700,1926,0,2003-04-18,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"261",33536,235,"B9","427 62 STREET",NA,11220,2,0,3120,1899,0,2003-04-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"262",33537,235,"B9","427 62 STREET",NA,11220,2,0,3120,1899,0,2003-04-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"263",33538,235,"C0","530 44 STREET",NA,11220,3,0,3112,1905,0,2003-04-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"264",33679,235,"C2","122 33 STREET",NA,11232,6,0,6375,1930,4e+05,2003-04-19,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"265",33855,235,"B9","445 57 STREET",NA,11220,2,0,2280,1910,0,2003-04-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"266",33856,235,"C0","748 51 STREET",NA,11220,3,0,2432,1920,0,2003-04-21,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"267",33857,235,"C6","549 41ST STREET, APT 3C",NA,11232,0,0,0,1927,62000,2003-04-21,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"268",34839,235,"B9","355 50 STREET",NA,11220,2,0,2730,1910,0,2003-04-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"269",34840,235,"B9","318 53 STREET",NA,11220,2,0,1489,1901,0,2003-04-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"270",34841,235,"B1","640 61 STREET",NA,11220,2,0,2080,1915,435000,2003-04-24,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"271",35258,235,"S2","6112 7 AVENUE",NA,11220,2,1,3300,1930,0,2003-04-25,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"272",35259,235,"C0","562 52 STREET",NA,11220,3,0,3090,1910,0,2003-04-25,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"273",35582,235,"B9","556 62 STREET",NA,11220,2,0,3300,1901,0,2003-04-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"274",35737,235,"B9","640 4 AVENUE",NA,11232,2,0,2520,1910,18425,2003-04-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"275",35738,235,"B9","542 44 STREET",NA,11220,2,0,3112,1905,0,2003-04-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"276",35739,235,"C6","671 47TH ST. APT. 2C",NA,11220,0,0,0,1930,83000,2003-04-28,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"277",36227,235,"S2","4606 7 AVENUE",NA,11220,2,1,3000,1919,330000,2003-04-29,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"278",36228,235,"S4","4314 4 AVENUE",NA,11232,4,1,2970,1921,330000,2003-04-29,"PRIMARILY 4 FAMILY WITH 1 STORE OROFFICE","MIXED","SUNSET PARK","3"
"279",36798,235,"B9","341 54 STREET",NA,11220,2,0,1856,1901,355000,2003-04-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"280",36799,235,"B9","759 58 STREET",NA,11220,2,0,3072,1915,182000,2003-04-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"281",36800,235,"C0","617 51 STREET",NA,11220,3,0,5283,2002,809509,2003-04-30,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"282",36801,235,"C0","518 58 STREET",NA,11220,3,0,2796,1899,485000,2003-04-30,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"283",36802,235,"S9","5508 5 AVENUE",NA,11220,4,2,4860,1931,0,2003-04-30,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"284",37413,235,"A9","426 52 STREET",NA,11220,1,0,884,1920,250000,2003-05-01,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"285",37414,235,"B9","317 40 STREET",NA,11232,2,0,1440,1910,290000,2003-05-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"286",37415,235,"C0","195 19 STREET",NA,11232,3,0,1590,1910,0,2003-05-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"287",37416,235,"C0","175 23 STREET",NA,11232,3,0,2565,1899,0,2003-05-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"288",37417,235,"C0","955 4 AVENUE",NA,11232,3,0,1620,1910,350000,2003-05-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"289",37418,235,"C6","611 41ST ST. APT. O",NA,11232,0,0,0,1921,130000,2003-05-01,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"290",37888,235,"B9","214 22 STREET",NA,11232,2,0,1294,1910,372500,2003-05-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"291",37889,235,"B9","354 50 STREET",NA,11220,2,0,2520,1910,345000,2003-05-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"292",37890,235,"B9","430 62 STREET",NA,11220,2,0,2600,1915,0,2003-05-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"293",37891,235,"C0","322 43 STREET",NA,11232,3,0,1296,1910,390000,2003-05-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"294",37892,235,"C0","558 58 STREET",NA,11220,3,0,2820,1899,0,2003-05-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"295",37893,235,"C0","558 58 STREET",NA,11220,3,0,2820,1899,0,2003-05-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"296",37894,235,"C0","256 17 STREET",NA,11215,3,0,1920,1920,610000,2003-05-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"297",37895,235,"R3","329A 18 STREET","2",11215,1,0,0,2001,262626,2003-05-02,"CONDO; RESIDENTIAL UNIT IN 1-3 STORY BLDG.","RESIDENTIAL","SUNSET PARK","3"
"298",38226,235,"V1","132 20 STREET",NA,11232,0,0,0,0,25000,2003-05-03,"ZONED COMMERCIAL OR MANHATTAN RESIDENTIAL","COMMERCIAL","SUNSET PARK","3"
"299",38384,235,"C2","625 56 STREET",NA,11220,6,0,5400,1924,0,2003-05-05,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"300",38385,235,"C2","625 56 STREET",NA,11220,6,0,5400,1924,0,2003-05-05,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"301",38727,235,"B9","438 50 STREET",NA,11220,2,0,3012,1901,550000,2003-05-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"302",39103,235,"S3","6212 5 AVENUE",NA,11220,3,1,4700,1931,575000,2003-05-07,"PRIMARILY 3 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"303",39104,235,"B1","211 31 STREET",NA,11232,2,0,1760,1935,460000,2003-05-07,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"304",39105,235,NA,"184 26 STREET",NA,11232,0,0,0,0,70000,2003-05-07,NA,NA,"SUNSET PARK","3"
"305",39522,235,"C1","570 7 AVENUE",NA,11215,8,0,5876,1909,410000,2003-05-08,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"306",39523,235,"C6","730-34 57 STREET HDFC, APT 4A/B",NA,11220,0,0,0,1931,86553,2003-05-08,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"307",39524,235,"C6","73034 57TH STREET, APT#3B",NA,11220,0,0,0,1931,0,2003-05-08,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"308",39992,235,"B9","197 29 STREET",NA,11232,2,0,2233,1905,145000,2003-05-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"309",39993,235,"B9","618 57 STREET",NA,11220,2,0,3090,1910,536000,2003-05-09,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"310",40481,235,"A9","201 22 STREET",NA,11232,1,0,1245,1910,525000,2003-05-12,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"311",40482,235,"B9","341 48 STREET",NA,11220,2,0,2100,1899,0,2003-05-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"312",40483,235,"B9","521 52 STREET",NA,11220,2,0,2160,1910,0,2003-05-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"313",40484,235,"B2","263 17 STREET",NA,11215,2,0,1756,1910,0,2003-05-12,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"314",40889,235,"B9","206A 29 STREET",NA,11232,2,0,2016,1910,0,2003-05-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"315",40890,235,"B1","712 46 STREET",NA,11220,2,0,3408,1925,515000,2003-05-13,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"316",40891,235,"B9","433 51 STREET",NA,11220,2,0,2540,1901,0,2003-05-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"317",40892,235,"C0","4718 6 AVENUE",NA,11220,3,0,3090,1901,640000,2003-05-13,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"318",41325,235,"D7","769 57 STREET",NA,11220,7,2,13007,2009,418000,2003-05-14,"ELEVATOR APT; SEMI-FIREPROOF WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"319",41326,235,"B9","465 44 STREET",NA,11220,2,0,1848,1910,0,2003-05-14,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
